commission_id,booking_id,agent_id,commission_rate,commission_amount_cents
C00001811,B00001811,A0042,0.02,12180
C00001812,B00001812,A0005,0.15,27300
C00001813,B00001813,A0035,0.05,15015
C00001814,B00001814,A0056,0.02,2786
C00001815,B00001815,A0025,0.05,9295
C00001816,B00001816,A0030,0.15,37830
C00001817,B00001817,A0044,0.15,29700
C00001818,B00001818,A0013,0.05,8965
C00001819,B00001819,A0030,0.02,3014
C00001820,B00001820,A0051,0.03,6165
C00001821,B00001821,A0048,0.05,55860
C00001822,B00001822,A0056,0.15,18480
C00001823,B00001823,A0050,0.05,4100
C00001824,B00001824,A0026,0.15,25380
C00001825,B00001825,A0059,0.1,9030
C00001826,B00001826,A0017,0.1,30900
C00001827,B00001827,A0045,0.03,13290
C00001828,B00001828,A0051,0.15,5400
C00001829,B00001829,A0027,0.05,25480
C00001830,B00001830,A0039,0.1,11880
C00001831,B00001831,A0032,0.1,2280
C00001832,B00001832,A0005,0.15,15750
C00001833,B00001833,A0022,0.02,7580
C00001834,B00001834,A0059,0.15,19440
C00001835,B00001835,A0014,0.02,2556
C00001836,B00001836,A0053,0.15,111300
C00001837,B00001837,A0052,0.1,18000
C00001838,B00001838,A0054,0.15,29520
C00001839,B00001839,A0047,0.02,1796
C00001840,B00001840,A0045,0.05,13560
C00001841,B00001841,A0010,0.15,35910
C00001842,B00001842,A0005,0.02,1440
C00001843,B00001843,A0024,0.15,58245
C00001844,B00001844,A0008,0.1,18900
C00001845,B00001845,A0059,0.03,4404
C00001846,B00001846,A0041,0.15,16425
C00001847,B00001847,A0023,0.15,73095
C00001848,B00001848,A0037,0.02,408
C00001849,B00001849,A0036,0.02,3984
C00001850,B00001850,A0017,0.02,736
C00001851,B00001851,A0057,0.15,35730
C00001852,B00001852,A0017,0.02,5424
C00001853,B00001853,A0041,0.02,2388
C00001854,B00001854,A0034,0.1,73680
C00001855,B00001855,A0014,0.02,2702
C00001856,B00001856,A0018,0.02,1620
C00001857,B00001857,A0011,0.02,2170
C00001858,B00001858,A0009,0.15,71730
C00001859,B00001859,A0032,0.05,11620
C00001860,B00001860,A0038,0.02,14740
C00001861,B00001861,A0014,0.1,14310
C00001862,B00001862,A0002,0.03,6030
C00001863,B00001863,A0023,0.05,7360
C00001864,B00001864,A0018,0.15,36000
C00001865,B00001865,A0049,0.02,4264
C00001866,B00001866,A0050,0.15,4800
C00001867,B00001867,A0053,0.02,564
C00001868,B00001868,A0010,0.15,35685
C00001869,B00001869,A0041,0.05,25520
C00001870,B00001870,A0056,0.15,11580
C00001871,B00001871,A0017,0.05,1025
C00001872,B00001872,A0048,0.15,107820
C00001873,B00001873,A0052,0.05,800
C00001874,B00001874,A0030,0.02,1002
C00001875,B00001875,A0019,0.05,8505
C00001876,B00001876,A0024,0.05,19195
C00001877,B00001877,A0040,0.05,22100
C00001878,B00001878,A0025,0.15,2310
C00001879,B00001879,A0035,0.15,5670
C00001880,B00001880,A0050,0.02,10052
C00001881,B00001881,A0043,0.05,4860
C00001882,B00001882,A0045,0.03,1386
C00001883,B00001883,A0020,0.02,7464
C00001884,B00001884,A0036,0.15,66450
C00001885,B00001885,A0003,0.02,1503
C00001886,B00001886,A0017,0.03,11286
C00001887,B00001887,A0046,0.03,429
C00001888,B00001888,A0039,0.02,692
C00001889,B00001889,A0037,0.15,2385
C00001890,B00001890,A0038,0.15,77805
C00001891,B00001891,A0024,0.02,2340
C00001892,B00001892,A0015,0.02,1064
C00001893,B00001893,A0021,0.05,9600
C00001894,B00001894,A0043,0.1,22200
C00001895,B00001895,A0012,0.05,7630
C00001896,B00001896,A0057,0.05,18935
C00001897,B00001897,A0021,0.15,5580
C00001898,B00001898,A0029,0.02,1550
C00001899,B00001899,A0034,0.15,128865
C00001900,B00001900,A0007,0.15,50760
C00001901,B00001901,A0025,0.15,8820
C00001902,B00001902,A0011,0.15,16065
C00001903,B00001903,A0028,0.1,17940
C00001904,B00001904,A0007,0.15,14250
C00001905,B00001905,A0003,0.05,14420
C00001906,B00001906,A0026,0.02,8888
C00001907,B00001907,A0020,0.15,238095
C00001908,B00001908,A0013,0.15,29850
C00001909,B00001909,A0047,0.02,4508
C00001910,B00001910,A0056,0.05,87555
C00001911,B00001911,A0016,0.15,13125
C00001912,B00001912,A0020,0.15,21600
C00001913,B00001913,A0052,0.15,64080
C00001914,B00001914,A0020,0.03,5472
C00001915,B00001915,A0025,0.15,35880
C00001916,B00001916,A0020,0.15,134820
C00001917,B00001917,A0015,0.1,42800
C00001918,B00001918,A0058,0.1,23450
C00001919,B00001919,A0055,0.15,2775
C00001920,B00001920,A0052,0.03,942
C00001921,B00001921,A0027,0.02,2898
C00001922,B00001922,A0049,0.15,29850
C00001923,B00001923,A0047,0.15,304500
C00001924,B00001924,A0057,0.1,13000
C00001925,B00001925,A0005,0.02,7520
C00001926,B00001926,A0019,0.02,3464
C00001927,B00001927,A0051,0.15,6960
C00001928,B00001928,A0026,0.05,2880
C00001929,B00001929,A0016,0.02,5148
C00001930,B00001930,A0041,0.03,1791
C00001931,B00001931,A0009,0.03,573
C00001932,B00001932,A0003,0.03,2088
C00001933,B00001933,A0043,0.02,2960
C00001934,B00001934,A0012,0.02,3300
C00001935,B00001935,A0021,0.1,4500
C00001936,B00001936,A0024,0.1,3340
C00001937,B00001937,A0056,0.02,3864
C00001938,B00001938,A0015,0.02,2960
C00001939,B00001939,A0033,0.15,20100
C00001940,B00001940,A0010,0.15,26280
C00001941,B00001941,A0047,0.15,22920
C00001942,B00001942,A0008,0.02,7656
C00001943,B00001943,A0049,0.15,31590
C00001944,B00001944,A0052,0.15,43470
C00001945,B00001945,A0020,0.05,14975
C00001946,B00001946,A0006,0.15,32400
C00001947,B00001947,A0046,0.15,33150
C00001948,B00001948,A0039,0.1,3780
C00001949,B00001949,A0042,0.15,10329
C00001950,B00001950,A0031,0.15,7560
C00001951,B00001951,A0010,0.05,8515
C00001952,B00001952,A0030,0.02,1316
C00001953,B00001953,A0057,0.05,10575
C00001954,B00001954,A0011,0.05,12320
C00001955,B00001955,A0023,0.03,7449
C00001956,B00001956,A0047,0.03,4680
C00001957,B00001957,A0020,0.15,26280
C00001958,B00001958,A0032,0.15,76680
C00001959,B00001959,A0038,0.15,46830
C00001960,B00001960,A0016,0.02,1896
C00001961,B00001961,A0028,0.03,1989
C00001962,B00001962,A0011,0.15,21150
C00001963,B00001963,A0046,0.05,4920
C00001964,B00001964,A0022,0.05,1390
C00001965,B00001965,A0005,0.05,8500
C00001966,B00001966,A0040,0.15,40230
C00001967,B00001967,A0033,0.05,3200
C00001968,B00001968,A0016,0.03,15834
C00001969,B00001969,A0033,0.02,2268
C00001970,B00001970,A0003,0.05,890
C00001971,B00001971,A0034,0.05,5850
C00001972,B00001972,A0036,0.15,22545
C00001973,B00001973,A0043,0.02,5474
C00001974,B00001974,A0011,0.02,1848
C00001975,B00001975,A0030,0.15,54360
C00001976,B00001976,A0023,0.02,1552
C00001977,B00001977,A0029,0.02,3546
C00001978,B00001978,A0053,0.02,4288
C00001979,B00001979,A0023,0.05,10020
C00001980,B00001980,A0025,0.05,10088
C00001981,B00001981,A0043,0.1,25340
C00001982,B00001982,A0043,0.15,53460
C00001983,B00001983,A0007,0.02,3456
C00001984,B00001984,A0015,0.02,1440
C00001985,B00001985,A0042,0.1,22680
C00001986,B00001986,A0010,0.02,2338
C00001987,B00001987,A0012,0.05,5460
C00001988,B00001988,A0026,0.02,8028
C00001989,B00001989,A0003,0.02,4160
C00001990,B00001990,A0001,0.15,24225
C00001991,B00001991,A0030,0.05,795
C00001992,B00001992,A0052,0.15,4380
C00001993,B00001993,A0056,0.15,29160
C00001994,B00001994,A0010,0.02,3330
C00001995,B00001995,A0007,0.15,7140
C00001996,B00001996,A0056,0.15,11700
C00001997,B00001997,A0043,0.02,1360
C00001998,B00001998,A0049,0.05,75845
C00001999,B00001999,A0017,0.15,30000
C00002000,B00002000,A0019,0.02,3300
C00002001,B00002001,A0045,0.02,2376
C00002002,B00002002,A0027,0.02,1248
C00002003,B00002003,A0057,0.15,31020
C00002004,B00002004,A0026,0.02,4768
C00002005,B00002005,A0039,0.03,405
C00002006,B00002006,A0040,0.03,1074
C00002007,B00002007,A0015,0.03,6375
C00002008,B00002008,A0053,0.05,15440
C00002009,B00002009,A0014,0.1,27760
C00002010,B00002010,A0049,0.1,5910
C00002011,B00002011,A0054,0.15,43800
C00002012,B00002012,A0058,0.15,76680
C00002013,B00002013,A0008,0.05,2820
C00002014,B00002014,A0014,0.02,2700
C00002015,B00002015,A0039,0.03,7095
C00002016,B00002016,A0022,0.02,786
C00002017,B00002017,A0005,0.05,8450
C00002018,B00002018,A0009,0.02,788
C00002019,B00002019,A0004,0.15,80280
C00002020,B00002020,A0008,0.03,13992
C00002021,B00002021,A0005,0.02,1032
C00002022,B00002022,A0041,0.15,19440
C00002023,B00002023,A0021,0.02,648
C00002024,B00002024,A0009,0.03,14454
C00002025,B00002025,A0027,0.02,4048
C00002026,B00002026,A0028,0.02,892
C00002027,B00002027,A0031,0.05,12780
C00002028,B00002028,A0031,0.02,2148
C00002029,B00002029,A0057,0.15,29880
C00002030,B00002030,A0043,0.15,17280
C00002031,B00002031,A0037,0.02,5609
C00002032,B00002032,A0010,0.02,8656
C00002033,B00002033,A0003,0.02,772
C00002034,B00002034,A0009,0.02,20972
C00002035,B00002035,A0015,0.02,17498
C00002036,B00002036,A0019,0.1,15450
C00002037,B00002037,A0005,0.1,21840
C00002038,B00002038,A0050,0.1,4200
C00002039,B00002039,A0003,0.1,9360
C00002040,B00002040,A0050,0.05,9315
C00002041,B00002041,A0031,0.02,460
C00002042,B00002042,A0017,0.05,1735
C00002043,B00002043,A0010,0.02,3672
C00002044,B00002044,A0040,0.02,1728
C00002045,B00002045,A0009,0.02,456
C00002046,B00002046,A0048,0.02,5808
C00002047,B00002047,A0050,0.15,59805
C00002048,B00002048,A0029,0.03,3093
C00002049,B00002049,A0005,0.03,34560
C00002050,B00002050,A0003,0.15,16800
C00002051,B00002051,A0038,0.15,32760
C00002052,B00002052,A0034,0.15,4740
C00002053,B00002053,A0050,0.1,24383
C00002054,B00002054,A0018,0.15,12750
C00002055,B00002055,A0045,0.15,112320
C00002056,B00002056,A0033,0.1,21980
C00002057,B00002057,A0004,0.15,28710
C00002058,B00002058,A0056,0.15,271110
C00002059,B00002059,A0019,0.15,30030
C00002060,B00002060,A0014,0.1,21120
C00002061,B00002061,A0029,0.03,5214
C00002062,B00002062,A0020,0.03,48132
C00002063,B00002063,A0057,0.1,6200
C00002064,B00002064,A0046,0.15,17550
C00002065,B00002065,A0047,0.05,71630
C00002066,B00002066,A0052,0.02,3296
C00002067,B00002067,A0028,0.15,2700
C00002068,B00002068,A0008,0.03,1800
C00002069,B00002069,A0007,0.02,4378
C00002070,B00002070,A0048,0.03,1494
C00002071,B00002071,A0027,0.15,27660
C00002072,B00002072,A0014,0.15,2460
C00002073,B00002073,A0027,0.15,32100
C00002074,B00002074,A0028,0.15,26070
C00002075,B00002075,A0050,0.03,21384
C00002076,B00002076,A0038,0.15,28800
C00002077,B00002077,A0044,0.05,3500
C00002078,B00002078,A0015,0.05,2850
C00002079,B00002079,A0030,0.15,24600
C00002080,B00002080,A0004,0.1,11640
C00002081,B00002081,A0027,0.05,6165
C00002082,B00002082,A0029,0.02,8090
C00002083,B00002083,A0058,0.1,17200
C00002084,B00002084,A0010,0.15,29400
C00002085,B00002085,A0046,0.02,508
C00002086,B00002086,A0035,0.1,9120
C00002087,B00002087,A0058,0.1,143000
C00002088,B00002088,A0006,0.02,2940
C00002089,B00002089,A0032,0.1,1760
C00002090,B00002090,A0036,0.02,2576
C00002091,B00002091,A0060,0.15,19440
C00002092,B00002092,A0043,0.02,2760
C00002093,B00002093,A0040,0.1,38000
C00002094,B00002094,A0021,0.15,16575
C00002095,B00002095,A0026,0.02,9724
C00002096,B00002096,A0016,0.05,14920
C00002097,B00002097,A0050,0.05,4020
C00002098,B00002098,A0034,0.02,1300
C00002099,B00002099,A0019,0.15,21840
C00002100,B00002100,A0021,0.02,4680
C00002101,B00002101,A0035,0.1,48440
C00002102,B00002102,A0027,0.1,8480
C00002103,B00002103,A0057,0.1,19460
C00002104,B00002104,A0055,0.05,14280
C00002105,B00002105,A0046,0.03,14532
C00002106,B00002106,A0019,0.15,157080
C00002107,B00002107,A0030,0.05,7965
C00002108,B00002108,A0019,0.03,11055
C00002109,B00002109,A0045,0.03,3195
C00002110,B00002110,A0034,0.15,19980
C00002111,B00002111,A0027,0.1,10990
C00002112,B00002112,A0022,0.02,1600
C00002113,B00002113,A0014,0.05,45825
C00002114,B00002114,A0027,0.02,5434
C00002115,B00002115,A0058,0.1,20940
C00002116,B00002116,A0046,0.1,2290
C00002117,B00002117,A0059,0.15,19005
C00002118,B00002118,A0022,0.02,1776
C00002119,B00002119,A0014,0.15,32760
C00002120,B00002120,A0045,0.15,23280
C00002121,B00002121,A0054,0.15,30420
C00002122,B00002122,A0058,0.05,12375
C00002123,B00002123,A0022,0.02,2640
C00002124,B00002124,A0060,0.1,9120
C00002125,B00002125,A0038,0.15,2430
C00002126,B00002126,A0054,0.15,3585
C00002127,B00002127,A0040,0.15,11400
C00002128,B00002128,A0021,0.02,4676
C00002129,B00002129,A0009,0.02,38220
C00002130,B00002130,A0010,0.15,15660
C00002131,B00002131,A0044,0.05,13580
C00002132,B00002132,A0032,0.15,21720
C00002133,B00002133,A0043,0.15,15570
C00002134,B00002134,A0033,0.03,1044
C00002135,B00002135,A0030,0.15,29835
C00002136,B00002136,A0021,0.02,1800
C00002137,B00002137,A0047,0.1,2180
C00002138,B00002138,A0057,0.05,10260
C00002139,B00002139,A0053,0.15,58680
C00002140,B00002140,A0039,0.02,15106
C00002141,B00002141,A0014,0.02,4030
C00002142,B00002142,A0035,0.02,3616
C00002143,B00002143,A0033,0.15,6900
C00002144,B00002144,A0020,0.15,9480
C00002145,B00002145,A0036,0.05,1380
C00002146,B00002146,A0060,0.02,3680
C00002147,B00002147,A0053,0.05,10020
C00002148,B00002148,A0002,0.02,2808
C00002149,B00002149,A0010,0.15,35070
C00002150,B00002150,A0021,0.15,22125
C00002151,B00002151,A0002,0.05,11750
C00002152,B00002152,A0002,0.05,12430
C00002153,B00002153,A0014,0.05,15660
C00002154,B00002154,A0039,0.05,6900
C00002155,B00002155,A0048,0.02,5824
C00002156,B00002156,A0056,0.15,23400
C00002157,B00002157,A0002,0.15,9600
C00002158,B00002158,A0050,0.15,20370
C00002159,B00002159,A0033,0.02,888
C00002160,B00002160,A0045,0.15,14280
C00002161,B00002161,A0006,0.15,31605
C00002162,B00002162,A0048,0.05,5110
C00002163,B00002163,A0052,0.15,79560
C00002164,B00002164,A0001,0.1,4760
C00002165,B00002165,A0052,0.1,20900
C00002166,B00002166,A0035,0.05,14350
C00002167,B00002167,A0037,0.02,1956
C00002168,B00002168,A0041,0.05,15960
C00002169,B00002169,A0046,0.15,40680
C00002170,B00002170,A0009,0.05,32690
C00002171,B00002171,A0027,0.15,21600
C00002172,B00002172,A0053,0.02,3006
C00002173,B00002173,A0001,0.1,12180
C00002174,B00002174,A0056,0.02,2350
C00002175,B00002175,A0013,0.1,13170
C00002176,B00002176,A0059,0.03,3150
C00002177,B00002177,A0054,0.02,16434
C00002178,B00002178,A0008,0.02,756
C00002179,B00002179,A0030,0.15,81000
C00002180,B00002180,A0055,0.1,7260
C00002181,B00002181,A0031,0.02,612
C00002182,B00002182,A0031,0.1,15700
C00002183,B00002183,A0030,0.02,5796
C00002184,B00002184,A0001,0.05,1910
C00002185,B00002185,A0015,0.02,11154
C00002186,B00002186,A0018,0.15,68940
C00002187,B00002187,A0052,0.15,27450
C00002188,B00002188,A0011,0.15,29250
C00002189,B00002189,A0049,0.03,26418
C00002190,B00002190,A0029,0.03,22110
C00002191,B00002191,A0022,0.15,14940
C00002192,B00002192,A0031,0.05,1120
C00002193,B00002193,A0028,0.1,7110
C00002194,B00002194,A0032,0.02,3996
C00002195,B00002195,A0020,0.1,26000
C00002196,B00002196,A0057,0.03,2625
C00002197,B00002197,A0029,0.05,26455
C00002198,B00002198,A0019,0.02,2270
C00002199,B00002199,A0028,0.15,24420
C00002200,B00002200,A0034,0.15,28080
C00002201,B00002201,A0016,0.1,15390
C00002202,B00002202,A0009,0.1,13650
C00002203,B00002203,A0020,0.15,22740
C00002204,B00002204,A0057,0.05,8100
C00002205,B00002205,A0016,0.02,1608
C00002206,B00002206,A0023,0.15,15930
C00002207,B00002207,A0048,0.03,4158
C00002208,B00002208,A0014,0.02,1308
C00002209,B00002209,A0001,0.15,2250
C00002210,B00002210,A0050,0.15,35100
C00002211,B00002211,A0043,0.03,5494
C00002212,B00002212,A0053,0.02,21294
C00002213,B00002213,A0048,0.15,69930
C00002214,B00002214,A0006,0.15,28275
C00002215,B00002215,A0014,0.02,1842
C00002216,B00002216,A0041,0.15,13860
C00002217,B00002217,A0044,0.02,5404
C00002218,B00002218,A0028,0.02,5070
C00002219,B00002219,A0012,0.1,26520
C00002220,B00002220,A0008,0.05,3720
C00002221,B00002221,A0033,0.15,4530
C00002222,B00002222,A0005,0.15,48420
C00002223,B00002223,A0008,0.15,59085
C00002224,B00002224,A0033,0.1,3340
C00002225,B00002225,A0059,0.1,57600
C00002226,B00002226,A0018,0.05,3465
C00002227,B00002227,A0060,0.1,14040
C00002228,B00002228,A0058,0.03,588
C00002229,B00002229,A0011,0.15,22050
C00002230,B00002230,A0056,0.02,11360
C00002231,B00002231,A0008,0.15,26400
C00002232,B00002232,A0041,0.02,7336
C00002233,B00002233,A0051,0.02,592
C00002234,B00002234,A0054,0.02,1536
C00002235,B00002235,A0017,0.15,17010
C00002236,B00002236,A0045,0.1,11830
C00002237,B00002237,A0006,0.15,52200
C00002238,B00002238,A0012,0.15,29055
C00002239,B00002239,A0055,0.15,170100
C00002240,B00002240,A0009,0.02,9300
C00002241,B00002241,A0020,0.15,27525
C00002242,B00002242,A0042,0.1,11400
C00002243,B00002243,A0009,0.03,1905
C00002244,B00002244,A0054,0.02,9030
C00002245,B00002245,A0013,0.15,11850
C00002246,B00002246,A0016,0.02,7152
C00002247,B00002247,A0018,0.1,18720
C00002248,B00002248,A0010,0.15,46020
C00002249,B00002249,A0056,0.02,2772
C00002250,B00002250,A0030,0.15,27885
C00002251,B00002251,A0014,0.1,99540
C00002252,B00002252,A0009,0.03,4194
C00002253,B00002253,A0017,0.03,8910
C00002254,B00002254,A0009,0.15,16125
C00002255,B00002255,A0044,0.05,4050
C00002256,B00002256,A0046,0.02,2100
C00002257,B00002257,A0025,0.02,3776
C00002258,B00002258,A0015,0.02,4600
C00002259,B00002259,A0048,0.15,12360
C00002260,B00002260,A0034,0.1,10480
C00002261,B00002261,A0038,0.03,2880
C00002262,B00002262,A0014,0.02,1242
C00002263,B00002263,A0014,0.15,13575
C00002264,B00002264,A0026,0.02,2896
C00002265,B00002265,A0051,0.02,1362
C00002266,B00002266,A0049,0.02,3350
C00002267,B00002267,A0043,0.02,2010
C00002268,B00002268,A0052,0.1,21510
C00002269,B00002269,A0012,0.1,26530
C00002270,B00002270,A0041,0.15,27360
C00002271,B00002271,A0037,0.1,73840
C00002272,B00002272,A0032,0.15,33450
C00002273,B00002273,A0005,0.03,15366
C00002274,B00002274,A0013,0.15,5745
C00002275,B00002275,A0007,0.02,338
C00002276,B00002276,A0038,0.15,10005
C00002277,B00002277,A0020,0.03,36750
C00002278,B00002278,A0025,0.15,21000
C00002279,B00002279,A0020,0.15,2805
C00002280,B00002280,A0007,0.02,7716
C00002281,B00002281,A0020,0.02,39900
C00002282,B00002282,A0028,0.1,15030
C00002283,B00002283,A0013,0.05,30200
C00002284,B00002284,A0004,0.1,5700
C00002285,B00002285,A0052,0.1,29200
C00002286,B00002286,A0018,0.02,2172
C00002287,B00002287,A0036,0.15,84840
C00002288,B00002288,A0018,0.15,18600
C00002289,B00002289,A0008,0.02,3066
C00002290,B00002290,A0030,0.05,3825
C00002291,B00002291,A0052,0.1,18000
C00002292,B00002292,A0018,0.05,11900
C00002293,B00002293,A0040,0.1,11160
C00002294,B00002294,A0012,0.1,1670
C00002295,B00002295,A0031,0.05,4040
C00002296,B00002296,A0056,0.02,16032
C00002297,B00002297,A0002,0.15,21465
C00002298,B00002298,A0012,0.02,2720
C00002299,B00002299,A0045,0.15,67515
C00002300,B00002300,A0041,0.02,3020
C00002301,B00002301,A0033,0.15,13875
C00002302,B00002302,A0004,0.05,6760
C00002303,B00002303,A0028,0.03,6804
C00002304,B00002304,A0014,0.15,34485
C00002305,B00002305,A0050,0.1,13680
C00002306,B00002306,A0026,0.02,3026
C00002307,B00002307,A0016,0.02,4114
C00002308,B00002308,A0002,0.15,23595
C00002309,B00002309,A0009,0.02,18936
C00002310,B00002310,A0059,0.15,25125
C00002311,B00002311,A0048,0.02,5136
C00002312,B00002312,A0049,0.05,17150
C00002313,B00002313,A0050,0.15,42120
C00002314,B00002314,A0048,0.05,3560
C00002315,B00002315,A0048,0.1,10410
C00002316,B00002316,A0024,0.1,13240
C00002317,B00002317,A0041,0.02,1680
C00002318,B00002318,A0048,0.15,19500
C00002319,B00002319,A0028,0.1,20460
C00002320,B00002320,A0060,0.02,3504
C00002321,B00002321,A0026,0.03,4530
C00002322,B00002322,A0004,0.15,16740
C00002323,B00002323,A0028,0.1,8000
C00002324,B00002324,A0052,0.02,3258
C00002325,B00002325,A0006,0.15,28200
C00002326,B00002326,A0057,0.02,1548
C00002327,B00002327,A0007,0.02,356
C00002328,B00002328,A0016,0.05,10635
C00002329,B00002329,A0036,0.15,32130
C00002330,B00002330,A0057,0.02,1720
C00002331,B00002331,A0047,0.15,40740
C00002332,B00002332,A0039,0.15,11790
C00002333,B00002333,A0043,0.03,2595
C00002334,B00002334,A0052,0.02,4576
C00002335,B00002335,A0025,0.02,5174
C00002336,B00002336,A0016,0.15,30855
C00002337,B00002337,A0050,0.15,54945
C00002338,B00002338,A0032,0.15,26550
C00002339,B00002339,A0044,0.02,2748
C00002340,B00002340,A0017,0.15,9360
C00002341,B00002341,A0003,0.15,39780
C00002342,B00002342,A0006,0.03,36840
C00002343,B00002343,A0057,0.02,3168
C00002344,B00002344,A0046,0.02,7438
C00002345,B00002345,A0040,0.02,274
C00002346,B00002346,A0002,0.1,3580
C00002347,B00002347,A0053,0.1,27440
C00002348,B00002348,A0039,0.15,16905
C00002349,B00002349,A0016,0.02,1312
C00002350,B00002350,A0012,0.15,24000
C00002351,B00002351,A0010,0.05,2514
C00002352,B00002352,A0058,0.15,24600
C00002353,B00002353,A0045,0.02,2506
C00002354,B00002354,A0002,0.15,27675
C00002355,B00002355,A0046,0.02,1128
C00002356,B00002356,A0047,0.15,95760
C00002357,B00002357,A0013,0.15,30240
C00002358,B00002358,A0030,0.02,9080
C00002359,B00002359,A0007,0.05,9480
C00002360,B00002360,A0048,0.15,64515
C00002361,B00002361,A0007,0.1,16770
C00002362,B00002362,A0006,0.02,3906
C00002363,B00002363,A0025,0.05,12805
C00002364,B00002364,A0056,0.15,14400
C00002365,B00002365,A0027,0.1,21840
C00002366,B00002366,A0028,0.02,760
C00002367,B00002367,A0032,0.05,2295
C00002368,B00002368,A0051,0.15,22605
C00002369,B00002369,A0059,0.1,12890
C00002370,B00002370,A0014,0.03,31920
C00002371,B00002371,A0032,0.1,36080
C00002372,B00002372,A0032,0.15,27135
C00002373,B00002373,A0024,0.15,20400
C00002374,B00002374,A0028,0.15,7380
C00002375,B00002375,A0014,0.02,4394
C00002376,B00002376,A0022,0.1,19800
C00002377,B00002377,A0011,0.15,24585
C00002378,B00002378,A0006,0.02,3510
C00002379,B00002379,A0021,0.05,8965
C00002380,B00002380,A0020,0.02,2832
C00002381,B00002381,A0011,0.15,30105
C00002382,B00002382,A0017,0.05,1550
C00002383,B00002383,A0037,0.05,7350
C00002384,B00002384,A0050,0.15,26700
C00002385,B00002385,A0027,0.05,1670
C00002386,B00002386,A0051,0.02,868
C00002387,B00002387,A0019,0.03,2133
C00002388,B00002388,A0040,0.02,2382
C00002389,B00002389,A0018,0.03,2250
C00002390,B00002390,A0060,0.05,2050
C00002391,B00002391,A0048,0.15,9405
C00002392,B00002392,A0034,0.15,6390
C00002393,B00002393,A0052,0.15,47355
C00002394,B00002394,A0004,0.02,9624
C00002395,B00002395,A0008,0.15,5970
C00002396,B00002396,A0058,0.05,11580
C00002397,B00002397,A0040,0.15,18270
C00002398,B00002398,A0030,0.02,2412
C00002399,B00002399,A0036,0.15,4740
C00002400,B00002400,A0019,0.02,34944
C00002401,B00002401,A0031,0.15,47190
C00002402,B00002402,A0016,0.15,37635
C00002403,B00002403,A0046,0.05,7200
C00002404,B00002404,A0002,0.02,1242
C00002405,B00002405,A0052,0.02,894
C00002406,B00002406,A0055,0.02,1208
C00002407,B00002407,A0037,0.05,27900
C00002408,B00002408,A0018,0.05,3920
C00002409,B00002409,A0047,0.02,3970
C00002410,B00002410,A0032,0.03,7056
C00002411,B00002411,A0025,0.15,16695
C00002412,B00002412,A0036,0.15,42120
C00002413,B00002413,A0005,0.15,26400
C00002414,B00002414,A0039,0.05,5190
C00002415,B00002415,A0016,0.1,7600
C00002416,B00002416,A0057,0.15,52305
C00002417,B00002417,A0057,0.15,6795
C00002418,B00002418,A0016,0.02,3600
C00002419,B00002419,A0007,0.15,30240
C00002420,B00002420,A0020,0.02,322
C00002421,B00002421,A0012,0.05,9600
C00002422,B00002422,A0043,0.02,4320
C00002423,B00002423,A0001,0.15,12225
C00002424,B00002424,A0049,0.15,18045
C00002425,B00002425,A0058,0.05,18240
C00002426,B00002426,A0033,0.15,5160
C00002427,B00002427,A0031,0.15,15750
C00002428,B00002428,A0058,0.1,43300
C00002429,B00002429,A0033,0.1,24100
C00002430,B00002430,A0053,0.02,4394
C00002431,B00002431,A0058,0.02,932
C00002432,B00002432,A0023,0.15,30960
C00002433,B00002433,A0046,0.05,8000
C00002434,B00002434,A0049,0.03,8268
C00002435,B00002435,A0008,0.15,10830
C00002436,B00002436,A0034,0.02,6570
C00002437,B00002437,A0052,0.02,2048
C00002438,B00002438,A0030,0.15,33390
C00002439,B00002439,A0049,0.15,3585
C00002440,B00002440,A0011,0.03,8190
C00002441,B00002441,A0016,0.15,38850
C00002442,B00002442,A0006,0.15,14040
C00002443,B00002443,A0019,0.05,3020
C00002444,B00002444,A0008,0.02,924
C00002445,B00002445,A0056,0.05,9185
C00002446,B00002446,A0017,0.15,26520
C00002447,B00002447,A0035,0.05,3700
C00002448,B00002448,A0024,0.05,17100
C00002449,B00002449,A0024,0.03,3222
C00002450,B00002450,A0021,0.05,9405
C00002451,B00002451,A0059,0.15,28500
C00002452,B00002452,A0016,0.02,3060
C00002453,B00002453,A0024,0.05,7440
C00002454,B00002454,A0002,0.1,14400
C00002455,B00002455,A0055,0.15,62535
C00002456,B00002456,A0044,0.02,1056
C00002457,B00002457,A0033,0.02,1020
C00002458,B00002458,A0060,0.15,130140
C00002459,B00002459,A0047,0.1,30520
C00002460,B00002460,A0060,0.02,412
C00002461,B00002461,A0003,0.15,21945
C00002462,B00002462,A0046,0.1,19500
C00002463,B00002463,A0046,0.02,2618
C00002464,B00002464,A0053,0.15,75960
C00002465,B00002465,A0008,0.02,2688
C00002466,B00002466,A0005,0.02,1240
C00002467,B00002467,A0024,0.05,7580
C00002468,B00002468,A0034,0.1,27950
C00002469,B00002469,A0001,0.1,6090
C00002470,B00002470,A0039,0.02,2600
C00002471,B00002471,A0030,0.02,3360
C00002472,B00002472,A0022,0.03,8568
C00002473,B00002473,A0034,0.03,6408
C00002474,B00002474,A0040,0.1,6960
C00002475,B00002475,A0019,0.1,22900
C00002476,B00002476,A0007,0.05,9845
