booking_id,guest_id,resort_id,agent_id,booking_date,checkin_date,checkout_date,room_type,nights,nightly_rate_cents,booked_amount_cents,channel,status
B00001530,G000747,R0016,A0044,2024-01-23,2024-04-06,2024-04-08,Standard King,2,24200,48400,Direct,completed
B00001531,G002027,R0014,A0020,2025-11-06,2025-11-16,2025-11-26,Standard Double,10,13800,138000,Travel Agent,confirmed
B00001532,G001402,R0018,A0045,2024-05-09,2024-09-01,2024-09-08,Standard King,7,23600,165200,OTA,completed
B00001533,G000121,R0015,A0008,2024-01-04,2024-04-05,2024-04-19,Standard Double,14,14800,207200,Direct,completed
B00001534,G001915,R0032,A0029,2025-04-23,2025-05-21,2025-05-25,Villa,4,63400,253600,Travel Agent,completed
B00001535,G001815,R0031,A0002,2024-01-04,2024-01-31,2024-02-09,Standard Double,9,14500,130500,Corporate,completed
B00001536,G002982,R0019,A0006,2024-02-08,2024-04-30,2024-05-08,Ocean Suite,8,34900,279200,Direct,cancelled
B00001537,G001521,R0027,A0009,2025-08-05,2025-12-02,2025-12-03,Ocean Suite,1,37200,37200,Direct,confirmed
B00001538,G001653,R0023,A0041,2024-09-25,2024-11-17,2024-11-29,Standard King,12,20400,244800,Direct,completed
B00001539,G002864,R0014,A0038,2025-08-07,2025-11-02,2025-11-10,Ocean Suite,8,44400,355200,Travel Agent,confirmed
B00001540,G000141,R0033,A0028,2025-08-26,2025-11-29,2025-12-09,Villa,10,75400,754000,Direct,completed
B00001541,G000887,R0028,A0019,2024-05-10,2024-05-27,2024-06-08,Standard King,12,20600,247200,Corporate,completed
B00001542,G002523,R0007,A0022,2024-10-22,2025-01-02,2025-01-08,Standard King,6,15400,92400,Travel Agent,completed
B00001543,G002881,R0038,A0034,2024-11-07,2025-01-10,2025-01-15,Standard King,5,23300,116500,Travel Agent,completed
B00001544,G002053,R0033,A0050,2025-06-22,2025-07-11,2025-07-14,Standard King,3,20000,60000,OTA,completed
B00001545,G001575,R0034,A0004,2025-12-15,2025-12-25,2026-01-06,Standard King,12,21800,261600,OTA,completed
B00001546,G001755,R0021,A0033,2025-12-04,2026-01-30,2026-02-09,Standard King,10,22200,222000,OTA,cancelled
B00001547,G002225,R0008,A0004,2024-03-01,2024-05-14,2024-05-17,Standard Double,3,15600,46800,Direct,completed
B00001548,G001354,R0027,A0018,2025-05-26,2025-08-20,2025-08-29,Villa,9,60600,545400,Corporate,completed
B00001549,G000024,R0028,A0018,2024-01-08,2024-01-15,2024-01-22,Standard Double,7,15200,106400,Corporate,completed
B00001550,G001699,R0023,A0005,2025-01-26,2025-03-13,2025-03-18,Standard King,5,16600,83000,Corporate,confirmed
B00001551,G000827,R0001,A0010,2024-07-25,2024-10-01,2024-10-08,Villa,7,80900,566300,Direct,confirmed
B00001552,G001005,R0029,A0002,2025-02-22,2025-03-19,2025-03-20,Villa,1,59900,59900,Loyalty,completed
B00001553,G000199,R0022,A0047,2025-07-07,2025-09-24,2025-10-06,Standard Double,12,12900,154800,Travel Agent,confirmed
B00001554,G001775,R0001,A0038,2025-10-15,2025-10-24,2025-11-07,Standard Double,14,17200,240800,Corporate,cancelled
B00001555,G001118,R0009,A0054,2024-12-10,2024-12-30,2025-01-08,Standard King,9,17100,153900,OTA,completed
B00001556,G001547,R0023,A0049,2025-12-08,2026-02-09,2026-02-14,Presidential,5,160400,802000,Direct,completed
B00001557,G002573,R0022,A0038,2025-07-15,2025-07-21,2025-07-24,Ocean Suite,3,37300,111900,Direct,completed
B00001558,G002173,R0023,A0059,2025-09-06,2025-12-13,2025-12-16,Standard King,3,17800,53400,Corporate,completed
B00001559,G001803,R0007,A0037,2025-11-11,2026-01-09,2026-01-17,Standard King,8,19200,153600,OTA,completed
B00001560,G000652,R0034,A0047,2024-07-25,2024-07-26,2024-08-04,Standard Double,9,18100,162900,Corporate,completed
B00001561,G001003,R0027,A0011,2025-10-24,2026-01-31,2026-02-04,Standard King,4,23300,93200,Direct,completed
B00001562,G001969,R0027,A0054,2024-10-26,2025-02-22,2025-03-03,Standard King,9,22900,206100,OTA,completed
B00001563,G000378,R0006,A0024,2025-06-26,2025-10-23,2025-11-05,Ocean Suite,13,37900,492700,OTA,completed
B00001564,G001698,R0037,A0020,2025-09-29,2025-12-09,2025-12-19,Ocean Suite,10,46000,460000,Loyalty,completed
B00001565,G002559,R0008,A0029,2025-05-29,2025-08-12,2025-08-13,Presidential,1,155000,155000,Direct,completed
B00001566,G002927,R0018,A0056,2025-07-09,2025-09-28,2025-10-09,Standard Double,11,17700,194700,OTA,confirmed
B00001567,G002431,R0021,A0013,2025-06-21,2025-07-01,2025-07-15,Villa,14,67300,942200,Travel Agent,completed
B00001568,G000266,R0023,A0038,2024-11-24,2025-01-27,2025-02-06,Standard King,10,20500,205000,OTA,no_show
B00001569,G002071,R0036,A0014,2024-09-26,2024-12-06,2024-12-15,Standard Double,9,14200,127800,Direct,completed
B00001570,G001635,R0016,A0038,2025-11-28,2025-12-12,2025-12-15,Standard King,3,20900,62700,Travel Agent,completed
B00001571,G002212,R0037,A0042,2025-06-19,2025-09-10,2025-09-17,Ocean Suite,7,43400,303800,Direct,confirmed
B00001572,G000486,R0039,A0003,2024-02-18,2024-04-17,2024-04-27,Standard King,10,19600,196000,Direct,completed
B00001573,G001789,R0033,A0043,2025-11-08,2025-12-17,2025-12-27,Villa,10,78600,786000,Direct,completed
B00001574,G002125,R0027,A0056,2024-08-18,2024-09-12,2024-09-18,Standard Double,6,16000,96000,Corporate,completed
B00001575,G002590,R0022,A0022,2024-02-13,2024-05-11,2024-05-25,Ocean Suite,14,37400,523600,Loyalty,completed
B00001576,G001122,R0015,A0034,2025-12-28,2026-04-13,2026-04-18,Standard King,5,18100,90500,Loyalty,completed
B00001577,G002669,R0031,A0004,2025-12-19,2026-01-02,2026-01-15,Standard King,13,17300,224900,Travel Agent,completed
B00001578,G002187,R0026,A0053,2025-09-08,2025-09-18,2025-09-30,Standard King,12,21000,252000,Corporate,completed
B00001579,G002571,R0020,A0052,2024-09-30,2024-11-15,2024-11-22,Standard Double,7,14700,102900,Loyalty,completed
B00001580,G000089,R0028,A0020,2024-03-08,2024-05-03,2024-05-07,Villa,4,69300,277200,OTA,confirmed
B00001581,G001856,R0032,A0024,2025-12-24,2026-04-21,2026-04-24,Standard Double,3,18000,54000,Direct,completed
B00001582,G000364,R0009,A0037,2024-12-05,2025-02-15,2025-02-21,Villa,6,70800,424800,Travel Agent,no_show
B00001583,G001528,R0006,A0025,2024-03-11,2024-05-21,2024-05-27,Standard Double,6,14600,87600,Direct,completed
B00001584,G001929,R0025,A0055,2025-12-27,2026-01-29,2026-02-05,Standard King,7,16400,114800,Travel Agent,completed
B00001585,G001740,R0040,A0008,2024-03-06,2024-05-02,2024-05-03,Standard King,1,23800,23800,Corporate,completed
B00001586,G000406,R0019,A0058,2024-08-21,2024-11-30,2024-12-13,Standard King,13,17700,230100,OTA,completed
B00001587,G000106,R0029,A0019,2024-05-11,2024-07-26,2024-08-08,Ocean Suite,13,31900,414700,OTA,completed
B00001588,G002974,R0002,A0037,2025-10-23,2026-01-06,2026-01-13,Ocean Suite,7,33000,231000,OTA,completed
B00001589,G001696,R0025,A0027,2025-03-21,2025-03-31,2025-04-01,Standard King,1,18100,18100,OTA,completed
B00001590,G002786,R0009,A0009,2025-12-16,2026-01-14,2026-01-19,Standard Double,5,16800,84000,Direct,no_show
B00001591,G001467,R0027,A0032,2025-09-24,2025-12-28,2025-12-29,Standard King,1,23000,23000,Travel Agent,completed
B00001592,G002527,R0019,A0002,2024-06-17,2024-07-15,2024-07-19,Ocean Suite,4,35800,143200,OTA,confirmed
B00001593,G002006,R0025,A0016,2024-05-11,2024-06-29,2024-07-03,Standard King,4,20500,82000,Corporate,confirmed
B00001594,G000749,R0011,A0041,2025-05-12,2025-08-08,2025-08-16,Standard Double,8,19300,154400,Corporate,completed
B00001595,G000261,R0022,A0022,2024-08-01,2024-11-16,2024-11-29,Presidential,13,148700,1933100,Loyalty,completed
B00001596,G002346,R0035,A0015,2024-01-01,2024-02-09,2024-02-17,Ocean Suite,8,46400,371200,Direct,cancelled
B00001597,G001465,R0013,A0010,2024-04-05,2024-04-20,2024-04-25,Ocean Suite,5,40000,200000,OTA,completed
B00001598,G000058,R0001,A0019,2025-08-20,2025-10-01,2025-10-06,Standard King,5,19700,98500,OTA,completed
B00001599,G002962,R0004,A0007,2025-12-14,2026-02-21,2026-03-01,Presidential,8,107100,856800,Direct,completed
B00001600,G001690,R0031,A0035,2024-06-23,2024-09-12,2024-09-14,Villa,2,51400,102800,Corporate,completed
B00001601,G001234,R0021,A0028,2024-05-11,2024-06-23,2024-07-06,Standard Double,13,13100,170300,Travel Agent,completed
B00001602,G001079,R0005,A0024,2024-07-02,2024-10-01,2024-10-13,Standard King,12,18900,226800,Direct,completed
B00001603,G002849,R0022,A0059,2024-01-20,2024-04-16,2024-04-22,Villa,6,55100,330600,Direct,completed
B00001604,G000423,R0031,A0003,2024-11-18,2024-11-28,2024-12-03,Standard King,5,20500,102500,Direct,completed
B00001605,G000154,R0009,A0018,2024-02-02,2024-03-14,2024-03-18,Villa,4,68600,274400,Direct,completed
B00001606,G000190,R0040,A0049,2024-03-18,2024-04-02,2024-04-15,Standard King,13,20100,261300,Direct,completed
B00001607,G000880,R0025,A0008,2024-06-11,2024-07-13,2024-07-25,Standard Double,12,15200,182400,Corporate,completed
B00001608,G001221,R0026,A0020,2025-09-16,2025-11-12,2025-11-19,Ocean Suite,7,32700,228900,OTA,completed
B00001609,G001014,R0038,A0023,2025-03-23,2025-06-28,2025-07-06,Standard Double,8,16300,130400,Loyalty,confirmed
B00001610,G000951,R0031,A0054,2024-12-30,2025-02-20,2025-03-06,Ocean Suite,14,35600,498400,Direct,completed
B00001611,G001515,R0025,A0011,2024-09-09,2024-12-30,2025-01-10,Standard Double,11,17300,190300,OTA,completed
B00001612,G001520,R0038,A0045,2024-06-12,2024-07-19,2024-07-27,Ocean Suite,8,46300,370400,Loyalty,completed
B00001613,G002824,R0038,A0045,2025-12-17,2026-04-15,2026-04-22,Standard King,7,21000,147000,Corporate,completed
B00001614,G002427,R0025,A0032,2024-06-03,2024-07-12,2024-07-14,Standard King,2,16000,32000,Travel Agent,confirmed
B00001615,G000920,R0036,A0060,2024-11-27,2025-01-01,2025-01-05,Villa,4,59500,238000,OTA,completed
B00001616,G002206,R0026,A0047,2024-05-30,2024-07-07,2024-07-17,Standard Double,10,17500,175000,Travel Agent,confirmed
B00001617,G002049,R0015,A0044,2024-03-26,2024-04-08,2024-04-15,Villa,7,66400,464800,Direct,completed
B00001618,G001555,R0031,A0009,2024-03-01,2024-05-01,2024-05-13,Standard King,12,22700,272400,Direct,completed
B00001619,G000574,R0002,A0036,2025-01-30,2025-05-04,2025-05-09,Standard Double,5,13600,68000,Loyalty,no_show
B00001620,G001811,R0020,A0051,2025-02-10,2025-03-06,2025-03-12,Standard Double,6,19000,114000,Travel Agent,no_show
B00001621,G001661,R0019,A0023,2024-07-29,2024-11-24,2024-12-08,Standard King,14,16200,226800,Direct,cancelled
B00001622,G000882,R0020,A0001,2025-02-08,2025-05-25,2025-06-04,Standard King,10,22900,229000,Direct,completed
B00001623,G000363,R0037,A0030,2025-09-27,2025-11-19,2025-11-27,Presidential,8,103500,828000,Travel Agent,completed
B00001624,G000696,R0025,A0007,2024-12-24,2025-04-04,2025-04-17,Standard Double,13,13600,176800,Corporate,completed
B00001625,G001114,R0015,A0018,2024-08-08,2024-10-08,2024-10-19,Standard Double,11,16300,179300,Corporate,cancelled
B00001626,G001779,R0004,A0005,2025-05-20,2025-08-05,2025-08-09,Standard King,4,24200,96800,Loyalty,completed
B00001627,G001277,R0004,A0055,2025-11-02,2026-02-26,2026-03-01,Villa,3,52100,156300,OTA,confirmed
B00001628,G000297,R0035,A0003,2025-09-27,2025-12-14,2025-12-15,Standard King,1,16500,16500,Loyalty,confirmed
B00001629,G000859,R0010,A0004,2024-11-22,2024-12-18,2024-12-20,Standard Double,2,17900,35800,OTA,completed
B00001630,G000328,R0025,A0004,2024-11-27,2025-03-08,2025-03-16,Standard King,8,21600,172800,Direct,completed
B00001631,G000067,R0020,A0060,2024-05-18,2024-06-26,2024-07-04,Ocean Suite,8,29800,238400,Loyalty,completed
B00001632,G002186,R0009,A0054,2025-04-15,2025-08-02,2025-08-13,Standard King,11,16500,181500,OTA,completed
B00001633,G002011,R0033,A0024,2025-01-24,2025-03-03,2025-03-17,Standard Double,14,17200,240800,Direct,confirmed
B00001634,G001553,R0008,A0043,2024-05-05,2024-08-14,2024-08-24,Presidential,10,112100,1121000,Travel Agent,completed
B00001635,G001375,R0006,A0059,2024-08-11,2024-09-23,2024-09-24,Standard Double,1,17700,17700,Loyalty,completed
B00001636,G001324,R0022,A0011,2024-06-28,2024-10-03,2024-10-14,Standard Double,11,15000,165000,Direct,completed
B00001637,G002224,R0030,A0038,2025-09-03,2025-12-03,2025-12-13,Standard King,10,20000,200000,Loyalty,completed
B00001638,G000435,R0002,A0024,2025-08-28,2025-11-17,2025-11-29,Ocean Suite,12,37300,447600,OTA,completed
B00001639,G000597,R0019,A0057,2024-07-07,2024-09-03,2024-09-14,Ocean Suite,11,37700,414700,OTA,completed
B00001640,G000033,R0025,A0056,2025-05-02,2025-05-05,2025-05-16,Standard King,11,17900,196900,Loyalty,cancelled
B00001641,G002869,R0017,A0003,2025-06-08,2025-08-04,2025-08-17,Ocean Suite,13,45000,585000,Direct,completed
B00001642,G000556,R0007,A0032,2025-07-03,2025-07-22,2025-07-23,Standard Double,1,14000,14000,OTA,completed
B00001643,G000742,R0036,A0010,2024-06-28,2024-09-08,2024-09-11,Standard King,3,20100,60300,OTA,confirmed
B00001644,G000160,R0018,A0006,2025-07-21,2025-08-25,2025-09-02,Standard Double,8,13600,108800,OTA,confirmed
B00001645,G001306,R0021,A0013,2025-03-29,2025-07-26,2025-07-29,Standard King,3,21000,63000,OTA,cancelled
B00001646,G002453,R0036,A0003,2025-04-20,2025-06-27,2025-07-01,Standard King,4,23600,94400,Direct,completed
B00001647,G000518,R0022,A0056,2025-06-06,2025-09-12,2025-09-14,Villa,2,58800,117600,OTA,completed
B00001648,G002276,R0033,A0044,2025-09-16,2025-10-15,2025-10-16,Standard Double,1,18400,18400,OTA,cancelled
B00001649,G002287,R0015,A0030,2025-08-22,2025-11-29,2025-12-01,Ocean Suite,2,31400,62800,Corporate,completed
B00001650,G001411,R0036,A0021,2025-05-19,2025-08-28,2025-09-03,Standard Double,6,15000,90000,Corporate,completed
B00001651,G002612,R0028,A0037,2024-02-20,2024-05-19,2024-05-24,Standard Double,5,13800,69000,Travel Agent,completed
B00001652,G000986,R0027,A0030,2024-08-27,2024-10-24,2024-11-06,Standard King,13,19200,249600,Direct,completed
B00001653,G002295,R0027,A0043,2024-03-11,2024-04-19,2024-04-29,Villa,10,52700,527000,OTA,completed
B00001654,G000659,R0040,A0040,2025-10-17,2026-01-04,2026-01-18,Standard Double,14,14700,205800,OTA,confirmed
B00001655,G000871,R0017,A0012,2024-11-04,2025-01-09,2025-01-10,Ocean Suite,1,34500,34500,OTA,completed
B00001656,G000443,R0026,A0039,2024-12-01,2025-02-08,2025-02-14,Standard King,6,17800,106800,Loyalty,cancelled
B00001657,G000252,R0024,A0029,2024-09-01,2024-12-08,2024-12-12,Standard King,4,16500,66000,Corporate,completed
B00001658,G002203,R0021,A0041,2024-05-22,2024-07-29,2024-08-05,Standard King,7,17800,124600,Loyalty,completed
B00001659,G001211,R0007,A0032,2024-06-09,2024-08-25,2024-08-28,Ocean Suite,3,30200,90600,Direct,completed
B00001660,G000860,R0025,A0039,2025-05-01,2025-08-19,2025-09-02,Standard King,14,17200,240800,Direct,completed
B00001661,G002049,R0038,A0011,2024-02-16,2024-03-26,2024-04-04,Ocean Suite,9,44100,396900,Direct,completed
B00001662,G001531,R0016,A0014,2025-09-25,2025-10-24,2025-11-01,Standard Double,8,13300,106400,Direct,completed
B00001663,G001395,R0010,A0012,2025-01-20,2025-04-22,2025-05-04,Ocean Suite,12,42000,504000,Direct,confirmed
B00001664,G000585,R0038,A0040,2024-08-20,2024-08-21,2024-08-26,Ocean Suite,5,35700,178500,Corporate,completed
B00001665,G002190,R0030,A0030,2024-03-18,2024-04-24,2024-04-30,Standard Double,6,16000,96000,Direct,completed
B00001666,G002776,R0023,A0013,2025-09-21,2025-12-20,2025-12-22,Villa,2,71100,142200,Loyalty,completed
B00001667,G001929,R0012,A0043,2025-10-25,2026-02-17,2026-03-02,Standard Double,13,13600,176800,Corporate,completed
B00001668,G000304,R0027,A0043,2025-10-01,2025-10-09,2025-10-12,Standard King,3,15900,47700,Direct,completed
B00001669,G001752,R0031,A0041,2024-07-28,2024-09-09,2024-09-13,Standard King,4,17000,68000,OTA,completed
B00001670,G001166,R0034,A0047,2025-10-24,2025-12-29,2026-01-04,Standard Double,6,19500,117000,Direct,completed
B00001671,G001003,R0002,A0048,2025-04-09,2025-07-25,2025-07-31,Ocean Suite,6,34000,204000,Corporate,completed
B00001672,G001412,R0017,A0028,2025-09-05,2025-11-29,2025-12-10,Standard Double,11,15600,171600,Travel Agent,completed
B00001673,G002798,R0036,A0013,2025-05-23,2025-07-15,2025-07-21,Standard Double,6,19300,115800,OTA,completed
B00001674,G000125,R0018,A0043,2025-02-01,2025-05-15,2025-05-21,Standard King,6,19100,114600,Direct,completed
B00001675,G001415,R0018,A0021,2024-08-13,2024-11-25,2024-11-29,Standard Double,4,19000,76000,Travel Agent,completed
B00001676,G001203,R0029,A0033,2025-08-25,2025-10-19,2025-10-22,Standard King,3,22600,67800,OTA,confirmed
B00001677,G000024,R0009,A0021,2025-02-27,2025-05-13,2025-05-16,Presidential,3,127100,381300,OTA,cancelled
B00001678,G001728,R0004,A0056,2024-05-09,2024-08-14,2024-08-22,Villa,8,72300,578400,Direct,cancelled
B00001679,G002394,R0040,A0029,2024-08-08,2024-09-10,2024-09-21,Villa,11,76900,845900,Direct,completed
B00001680,G002022,R0013,A0019,2025-04-17,2025-06-27,2025-07-11,Ocean Suite,14,44700,625800,Travel Agent,completed
B00001681,G000561,R0030,A0055,2025-01-17,2025-02-01,2025-02-15,Standard Double,14,17900,250600,Direct,completed
B00001682,G002788,R0029,A0036,2024-05-27,2024-09-04,2024-09-08,Standard King,4,21100,84400,Corporate,completed
B00001683,G001620,R0029,A0001,2024-07-20,2024-09-11,2024-09-22,Standard King,11,16500,181500,Corporate,no_show
B00001684,G000567,R0008,A0005,2024-06-04,2024-06-08,2024-06-22,Villa,14,52400,733600,Corporate,completed
B00001685,G002225,R0017,A0050,2024-07-27,2024-08-23,2024-09-05,Standard King,13,22900,297700,Travel Agent,completed
B00001686,G000848,R0006,A0045,2025-01-25,2025-01-27,2025-02-10,Standard King,14,21300,298200,Travel Agent,completed
B00001687,G001718,R0024,A0059,2024-10-13,2024-12-25,2025-01-06,Ocean Suite,12,31700,380400,Direct,completed
B00001688,G000444,R0001,A0005,2024-12-05,2025-01-12,2025-01-19,Standard King,7,18400,128800,Corporate,confirmed
B00001689,G001155,R0005,A0004,2024-03-03,2024-04-07,2024-04-11,Standard King,4,18900,75600,Corporate,completed
B00001690,G002110,R0007,A0018,2025-10-23,2025-11-20,2025-11-28,Standard King,8,18100,144800,OTA,completed
B00001691,G001302,R0034,A0060,2025-01-25,2025-03-03,2025-03-11,Standard King,8,22800,182400,OTA,completed
B00001692,G002484,R0007,A0026,2025-06-23,2025-09-20,2025-09-29,Standard Double,9,14200,127800,Travel Agent,completed
B00001693,G000463,R0034,A0028,2024-03-28,2024-06-09,2024-06-19,Standard Double,10,18900,189000,OTA,completed
B00001694,G000171,R0005,A0031,2024-11-24,2025-03-15,2025-03-16,Standard King,1,24100,24100,Direct,completed
B00001695,G001802,R0028,A0021,2025-12-23,2026-01-12,2026-01-21,Standard Double,9,15400,138600,Direct,completed
B00001696,G002702,R0025,A0026,2024-05-25,2024-06-07,2024-06-15,Villa,8,72000,576000,OTA,completed
B00001697,G001987,R0028,A0036,2025-09-11,2026-01-01,2026-01-05,Standard King,4,23100,92400,Direct,completed
B00001698,G001962,R0030,A0012,2025-01-28,2025-03-25,2025-04-04,Standard Double,10,17600,176000,Direct,completed
B00001699,G001229,R0034,A0024,2025-03-12,2025-03-26,2025-03-30,Standard King,4,20100,80400,Corporate,cancelled
B00001700,G002929,R0015,A0036,2024-06-19,2024-08-20,2024-09-02,Standard Double,13,16100,209300,Travel Agent,confirmed
B00001701,G001970,R0009,A0045,2025-10-30,2026-01-03,2026-01-10,Standard King,7,22300,156100,Direct,completed
B00001702,G000793,R0018,A0010,2024-10-29,2025-01-24,2025-01-29,Standard Double,5,19400,97000,Loyalty,completed
B00001703,G002916,R0040,A0054,2025-03-13,2025-07-11,2025-07-13,Ocean Suite,2,39900,79800,OTA,completed
B00001704,G001865,R0026,A0050,2025-02-20,2025-03-30,2025-03-31,Standard Double,1,18100,18100,OTA,confirmed
B00001705,G001154,R0010,A0011,2024-05-21,2024-08-16,2024-08-23,Ocean Suite,7,36100,252700,Corporate,completed
B00001706,G002555,R0017,A0016,2025-12-21,2025-12-23,2025-12-31,Standard King,8,21500,172000,OTA,completed
B00001707,G000339,R0038,A0008,2024-12-02,2024-12-07,2024-12-19,Ocean Suite,12,30500,366000,OTA,confirmed
B00001708,G001429,R0009,A0026,2025-07-27,2025-10-09,2025-10-21,Standard King,12,17600,211200,OTA,completed
B00001709,G002050,R0019,A0033,2025-12-31,2026-01-27,2026-02-02,Standard Double,6,13400,80400,Direct,completed
B00001710,G001693,R0033,A0060,2025-10-10,2025-11-29,2025-12-13,Standard King,14,22700,317800,Corporate,completed
B00001711,G001495,R0027,A0028,2024-05-29,2024-09-06,2024-09-15,Standard King,9,18800,169200,OTA,confirmed
B00001712,G000162,R0019,A0001,2024-02-05,2024-05-04,2024-05-16,Ocean Suite,12,32200,386400,OTA,completed
B00001713,G002292,R0038,A0002,2024-12-12,2025-01-17,2025-01-21,Ocean Suite,4,38400,153600,Direct,cancelled
B00001714,G002451,R0014,A0025,2025-12-30,2026-04-07,2026-04-21,Villa,14,75300,1054200,Direct,completed
B00001715,G000467,R0029,A0034,2024-01-04,2024-04-17,2024-04-22,Villa,5,66900,334500,Direct,completed
B00001716,G000943,R0004,A0040,2024-02-20,2024-06-18,2024-06-23,Ocean Suite,5,40800,204000,OTA,completed
B00001717,G000338,R0002,A0033,2024-05-23,2024-06-10,2024-06-21,Standard Double,11,16600,182600,OTA,no_show
B00001718,G001876,R0017,A0050,2024-01-04,2024-04-25,2024-05-01,Villa,6,57600,345600,Loyalty,confirmed
B00001719,G002511,R0016,A0001,2025-03-19,2025-05-22,2025-05-26,Standard Double,4,17300,69200,Direct,completed
B00001720,G000954,R0028,A0039,2025-04-30,2025-06-22,2025-07-04,Villa,12,70400,844800,Corporate,completed
B00001721,G002029,R0007,A0033,2025-05-05,2025-06-25,2025-07-09,Villa,14,70700,989800,OTA,cancelled
B00001722,G002621,R0026,A0057,2024-06-14,2024-08-12,2024-08-19,Standard King,7,16700,116900,OTA,completed
B00001723,G002637,R0013,A0029,2025-02-10,2025-02-21,2025-02-28,Presidential,7,121400,849800,Direct,cancelled
B00001724,G000003,R0035,A0039,2025-04-19,2025-05-27,2025-06-06,Standard Double,10,18800,188000,OTA,completed
B00001725,G002471,R0028,A0021,2025-05-22,2025-07-10,2025-07-15,Standard King,5,22800,114000,Loyalty,completed
B00001726,G002911,R0005,A0059,2024-10-24,2024-11-09,2024-11-22,Standard Double,13,19400,252200,Corporate,completed
B00001727,G001444,R0009,A0038,2025-02-09,2025-03-26,2025-04-08,Standard King,13,20000,260000,Direct,completed
B00001728,G002435,R0017,A0018,2025-12-21,2026-03-13,2026-03-16,Standard Double,3,16100,48300,Corporate,completed
B00001729,G000804,R0010,A0038,2024-01-19,2024-02-04,2024-02-06,Ocean Suite,2,32300,64600,Travel Agent,completed
B00001730,G000095,R0037,A0049,2025-02-15,2025-05-11,2025-05-22,Standard Double,11,13800,151800,Direct,completed
B00001731,G000689,R0002,A0025,2024-02-12,2024-02-14,2024-02-27,Presidential,13,140300,1823900,Direct,completed
B00001732,G001064,R0028,A0009,2025-12-19,2026-04-02,2026-04-12,Standard Double,10,14500,145000,Loyalty,confirmed
B00001733,G002630,R0006,A0052,2024-10-10,2024-11-19,2024-11-26,Villa,7,79800,558600,OTA,completed
B00001734,G002020,R0025,A0035,2024-08-01,2024-09-17,2024-09-28,Standard King,11,23700,260700,Direct,completed
B00001735,G001716,R0035,A0043,2024-12-28,2025-04-26,2025-05-10,Standard Double,14,17700,247800,Corporate,completed
B00001736,G002241,R0023,A0042,2025-03-15,2025-06-04,2025-06-07,Villa,3,75900,227700,Direct,no_show
B00001737,G002716,R0002,A0056,2025-04-16,2025-06-16,2025-06-22,Standard Double,6,12700,76200,OTA,completed
B00001738,G000999,R0017,A0020,2025-03-16,2025-06-01,2025-06-13,Standard King,12,20100,241200,OTA,confirmed
B00001739,G000717,R0003,A0039,2025-06-28,2025-08-02,2025-08-09,Standard Double,7,18200,127400,Direct,completed
B00001740,G002008,R0029,A0015,2024-05-25,2024-09-11,2024-09-21,Standard King,10,21000,210000,Loyalty,completed
B00001741,G002291,R0009,A0022,2024-12-25,2025-01-09,2025-01-15,Standard King,6,16400,98400,Travel Agent,completed
B00001742,G001901,R0005,A0009,2025-09-02,2025-10-06,2025-10-19,Ocean Suite,13,41500,539500,Direct,completed
B00001743,G000583,R0007,A0008,2024-09-01,2024-11-25,2024-12-01,Standard Double,6,14800,88800,Corporate,completed
B00001744,G002768,R0028,A0054,2025-01-24,2025-05-20,2025-05-23,Ocean Suite,3,35700,107100,Travel Agent,completed
B00001745,G001199,R0023,A0023,2024-12-16,2024-12-27,2025-01-01,Standard Double,5,15900,79500,Direct,completed
B00001746,G001465,R0020,A0023,2024-11-16,2025-02-21,2025-03-04,Standard King,11,19300,212300,Direct,confirmed
B00001747,G001812,R0013,A0016,2024-09-13,2024-11-02,2024-11-04,Presidential,2,110400,220800,Direct,completed
B00001748,G000416,R0017,A0057,2024-06-26,2024-10-01,2024-10-08,Standard King,7,17600,123200,Direct,no_show
B00001749,G000243,R0038,A0040,2025-03-10,2025-05-23,2025-05-27,Standard King,4,22700,90800,Direct,confirmed
B00001750,G001273,R0032,A0004,2024-12-09,2024-12-14,2024-12-26,Standard King,12,20800,249600,OTA,completed
B00001751,G000882,R0007,A0012,2024-10-14,2025-01-23,2025-01-27,Ocean Suite,4,39000,156000,OTA,cancelled
B00001752,G000993,R0024,A0039,2025-02-14,2025-03-25,2025-03-31,Standard King,6,21400,128400,OTA,confirmed
B00001753,G001520,R0024,A0050,2025-03-28,2025-05-16,2025-05-24,Standard King,8,20700,165600,Direct,completed
B00001754,G002897,R0006,A0034,2024-07-26,2024-10-17,2024-10-22,Standard King,5,23200,116000,OTA,cancelled
B00001755,G000065,R0007,A0021,2025-02-21,2025-03-12,2025-03-23,Standard Double,11,19800,217800,Loyalty,completed
B00001756,G000663,R0014,A0055,2025-06-05,2025-06-20,2025-07-04,Standard Double,14,17800,249200,Direct,completed
B00001757,G001009,R0038,A0036,2025-02-10,2025-04-24,2025-04-26,Ocean Suite,2,37400,74800,Travel Agent,completed
B00001758,G001849,R0033,A0044,2025-05-14,2025-05-15,2025-05-23,Standard Double,8,15300,122400,OTA,completed
B00001759,G000210,R0018,A0021,2024-01-11,2024-04-24,2024-04-27,Standard King,3,22200,66600,OTA,confirmed
B00001760,G001419,R0020,A0041,2024-02-26,2024-03-19,2024-03-29,Standard King,10,18800,188000,Corporate,completed
B00001761,G001672,R0014,A0018,2025-12-02,2026-03-01,2026-03-09,Ocean Suite,8,34900,279200,Direct,confirmed
